PanoramaId,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,type_dome_median,type_bullet_median,type_unknown_median,n_cameras_agreement,attached_street_agreement,attached_building_agreement,attached_unknown_agreement,type_dome_agreement,type_bullet_agreement,type_unknown_agreement,Lat,Long,geometry_pano,BoroName,URL,ImageDate
wgPIkaKxHoxtgDfJnATFfw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61583561237407,-74.0708621947872,POINT (-74.0708621947872 40.61583561237407),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgPIkaKxHoxtgDfJnATFfw,2018-05
wgQXX458vBJ88WHSN7hE2A,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,40.67609144775337,-73.90807931406204,POINT (-73.90807931406204 40.67609144775337),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgQXX458vBJ88WHSN7hE2A,2018-06
wgSc3FpTby2FLGv2DWnL1A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58011315107572,-74.15927359417384,POINT (-74.15927359417384 40.58011315107572),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgSc3FpTby2FLGv2DWnL1A,2019-10
wgYaGK5yTXDzEJmCX3N03g,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.76143832308344,-73.91145458171984,POINT (-73.91145458171984 40.76143832308344),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgYaGK5yTXDzEJmCX3N03g,2020-11
wggK2SeB0TCLsqbqNuuDxA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.88998721026345,-73.84637714035586,POINT (-73.84637714035586 40.88998721026345),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wggK2SeB0TCLsqbqNuuDxA,2019-09
wgnVO3BdzFHoXO61L4EfGw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.79170265250728,-73.97857517721724,POINT (-73.97857517721724 40.79170265250728),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgnVO3BdzFHoXO61L4EfGw,2019-05
wgpcbr6t0tawFQFsUbVQsQ,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.81394993132991,-73.85833846800482,POINT (-73.85833846800482 40.81394993132991),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgpcbr6t0tawFQFsUbVQsQ,2019-11
wgtBxS7eIerdDKS9rp5uHA,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.68692585897698,-73.79434923297491,POINT (-73.79434923297491 40.68692585897698),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgtBxS7eIerdDKS9rp5uHA,2020-11
wguEqK1nSKsg5Mk0o_JXhw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.73945584493655,-74.00964708660659,POINT (-74.00964708660659 40.73945584493655),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=wguEqK1nSKsg5Mk0o_JXhw,2017-11
wgyOZ3DEKs_Q-JbKySWQnQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70595647861548,-73.8873514829913,POINT (-73.8873514829913 40.70595647861548),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wgyOZ3DEKs_Q-JbKySWQnQ,2018-06
wh3Vi3BlfAfUBKyKZCeLqw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.50895911974935,-74.25124241312497,POINT (-74.25124241312497 40.50895911974935),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wh3Vi3BlfAfUBKyKZCeLqw,2019-10
whGEe09y_yxJrla9Xf8QKw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.68223656769684,-73.86989090331203,POINT (-73.86989090331203 40.68223656769684),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=whGEe09y_yxJrla9Xf8QKw,2018-07
whH27AEx3mL6DEJCFNVN_g,7,0,6,0,0,0,0,All disagree,2 vs 1,All disagree,2 vs 1,2 vs 1,Unanimous,Unanimous,40.66719914882655,-73.99443008590751,POINT (-73.99443008590751 40.66719914882655),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=whH27AEx3mL6DEJCFNVN_g,2020-11
whHIx27GSXQAO3vLKpgdHg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.58365864169822,-74.09211626382597,POINT (-74.09211626382597 40.58365864169822),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=whHIx27GSXQAO3vLKpgdHg,2018-08
whPcFzcpRGbPeQjJS5yXpw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.73703119446351,-73.71902924012332,POINT (-73.71902924012332 40.73703119446351),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=whPcFzcpRGbPeQjJS5yXpw,2019-07
whXTdr3EHt9GPG0NDVezww,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.84539111775551,-73.94054189181368,POINT (-73.94054189181368 40.84539111775551),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=whXTdr3EHt9GPG0NDVezww,2019-08
whkNv3XJSb3ChvYFnFWYrQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5859796215677,-74.0979483652139,POINT (-74.0979483652139 40.5859796215677),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=whkNv3XJSb3ChvYFnFWYrQ,2018-06
whoWfckwv6n3em8OJ7Sb2g,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.80793468507051,-73.85711021688381,POINT (-73.85711021688381 40.80793468507051),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=whoWfckwv6n3em8OJ7Sb2g,2019-10
wi806q5YtcetupjCrEfNOw,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.7083964690767,-73.87228460982288,POINT (-73.87228460982288 40.7083964690767),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wi806q5YtcetupjCrEfNOw,2018-06
wiH1Enthr8knua8nYb0-Ew,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.76317567282109,-73.7788313373137,POINT (-73.7788313373137 40.76317567282109),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiH1Enthr8knua8nYb0-Ew,2019-06
wiJrGdHdekMERnGc2aWeYA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.54216839922164,-74.1734810402263,POINT (-74.1734810402263 40.54216839922164),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiJrGdHdekMERnGc2aWeYA,2019-09
wiLnO_sncMWAOBejr1O9Fg,1,1,0,0,1,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.63132543147379,-73.97843396943253,POINT (-73.97843396943253 40.63132543147379),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiLnO_sncMWAOBejr1O9Fg,2020-11
wiMF9NKbf6HFwLryy6J8oA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.67682477097087,-73.82372170096933,POINT (-73.82372170096933 40.67682477097087),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiMF9NKbf6HFwLryy6J8oA,2020-11
wiTGtrlf--BrGqbWeNrBuw,4,0,4,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,2 vs 1,2 vs 1,Unanimous,40.71140834712401,-73.78765557520339,POINT (-73.78765557520339 40.71140834712401),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiTGtrlf--BrGqbWeNrBuw,2019-08
wiWWXuQUsdmVQ4eyGIzKGQ,1,0,1,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,2 vs 1,Unanimous,Unanimous,40.73773693798783,-73.9302282542742,POINT (-73.9302282542742 40.73773693798783),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiWWXuQUsdmVQ4eyGIzKGQ,2020-11
wiaRiG68QHSAmqUF7DXelA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.65770606105449,-73.86853558124128,POINT (-73.86853558124128 40.65770606105449),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wiaRiG68QHSAmqUF7DXelA,2018-08
wimKbbrr1jmvJYKGyBdyhw,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6144901782236,-73.92633643903191,POINT (-73.92633643903191 40.6144901782236),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wimKbbrr1jmvJYKGyBdyhw,2019-10
wj03BstbJZFW9m56qLygkw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.83233737198763,-73.92098523075782,POINT (-73.92098523075782 40.83233737198763),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wj03BstbJZFW9m56qLygkw,2019-09
wj0u-IbeS2umzXVmSAzwPw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63084838665686,-74.14124647200595,POINT (-74.14124647200595 40.63084838665686),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wj0u-IbeS2umzXVmSAzwPw,2019-10
wj4lzyHznz7R76Tp4Z1_AQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58910536814349,-74.07848895530513,POINT (-74.07848895530513 40.58910536814349),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wj4lzyHznz7R76Tp4Z1_AQ,2018-06
wj5ARlS_dWc42ftXl_xzrQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.79416828008021,-73.94482741879867,POINT (-73.94482741879867 40.79416828008021),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=wj5ARlS_dWc42ftXl_xzrQ,2019-06
wjDaPzfMiRYLFbbu6UTpuQ,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.62505619890189,-74.02749403959271,POINT (-74.02749403959271 40.62505619890189),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjDaPzfMiRYLFbbu6UTpuQ,2019-07
wjE4LgcL0alqwXOwgsNPuQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.54598765741676,-74.19671948024934,POINT (-74.19671948024934 40.54598765741676),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjE4LgcL0alqwXOwgsNPuQ,2019-09
wjEHsPN3HBmqukrSfiN_ug,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,40.76899428535037,-73.88870760191193,POINT (-73.88870760191193 40.76899428535037),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjEHsPN3HBmqukrSfiN_ug,2019-10
wjQs7zQe8jypTThpz-bxNg,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.78075938054209,-73.91857697763173,POINT (-73.91857697763173 40.78075938054209),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjQs7zQe8jypTThpz-bxNg,2019-11
wjR21WE4Y6BWEzs59eoXrw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70474051321439,-73.74393190121354,POINT (-73.74393190121354 40.70474051321439),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjR21WE4Y6BWEzs59eoXrw,2019-07
wjVnDy5liwIsRlBFLpEKbQ,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.85670508381467,-73.86286753285017,POINT (-73.86286753285017 40.85670508381467),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjVnDy5liwIsRlBFLpEKbQ,2020-10
wjoXzfS048_oME3BRwgAEw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70237725664042,-73.82798268335156,POINT (-73.82798268335156 40.70237725664042),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjoXzfS048_oME3BRwgAEw,2019-11
wjsP5lKDbNIPsN4B5pveuw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63820961658383,-74.02798847693431,POINT (-74.02798847693431 40.63820961658383),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjsP5lKDbNIPsN4B5pveuw,2019-07
wjsYm5pKTBKqkcDefE-lIQ,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.61847290668599,-73.95507839445924,POINT (-73.95507839445924 40.61847290668599),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjsYm5pKTBKqkcDefE-lIQ,2019-10
wjxq49ACrSs_HhIW5_CffA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.62498274144478,-74.1456781768752,POINT (-74.1456781768752 40.62498274144478),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wjxq49ACrSs_HhIW5_CffA,2019-10
wkAi4y69FfE202oE_xRRDg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60100364179022,-74.0914370941538,POINT (-74.0914370941538 40.60100364179022),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wkAi4y69FfE202oE_xRRDg,2018-08
wkBqe1ymNx8ZuEfgPSHpYA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.7221301438728,-73.94996194352785,POINT (-73.94996194352785 40.7221301438728),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wkBqe1ymNx8ZuEfgPSHpYA,2020-11
wkEIYfXl8v3F2jCN4feezg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.54216849933469,-74.15280244445849,POINT (-74.15280244445849 40.54216849933469),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wkEIYfXl8v3F2jCN4feezg,2013-01
wk_614vKAnzgpCZzVNyXrQ,2,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,Unanimous,2 vs 1,40.63593997918882,-73.987585901711,POINT (-73.987585901711 40.63593997918882),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wk_614vKAnzgpCZzVNyXrQ,2019-07
wke2drJ60qQLlRzg1feAFw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.7819078817619,-73.81189936874159,POINT (-73.81189936874159 40.7819078817619),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wke2drJ60qQLlRzg1feAFw,2014-09
wkfpp3vlN0TA3AnDyZ25sA,2,0,1,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.75257052836568,-73.89618803843308,POINT (-73.89618803843308 40.75257052836568),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wkfpp3vlN0TA3AnDyZ25sA,2020-11
wkolqPc1khkMULI4hkEASA,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.73549806868782,-73.91743554685891,POINT (-73.91743554685891 40.73549806868782),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wkolqPc1khkMULI4hkEASA,2017-12
wlDsZVtUJyQ_5dU9utI1XQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.66243496728486,-73.74707780786251,POINT (-73.74707780786251 40.66243496728486),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlDsZVtUJyQ_5dU9utI1XQ,2019-07
wlKgUDhnIPgM0dh-EcXuIA,1,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,40.66691606983883,-73.72970210183506,POINT (-73.72970210183506 40.66691606983883),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlKgUDhnIPgM0dh-EcXuIA,2015-09
wlLcy3wtoMebj3k_RZRohg,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.67136481954965,-73.95684029059935,POINT (-73.95684029059935 40.67136481954965),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlLcy3wtoMebj3k_RZRohg,2020-11
wlVThTucx9cdpx01ltO7Sw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.74170294690278,-73.8956730063599,POINT (-73.8956730063599 40.74170294690278),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlVThTucx9cdpx01ltO7Sw,2020-11
wlZz6zisi7HmF3GSIKldLA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5412891437458,-74.19056211134915,POINT (-74.19056211134915 40.5412891437458),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlZz6zisi7HmF3GSIKldLA,2019-09
wl_aBlgunN-2W2FqkhH0Pg,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.65691272700311,-73.86830435455538,POINT (-73.86830435455538 40.65691272700311),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=wl_aBlgunN-2W2FqkhH0Pg,2018-08
wlyy2McRRd5KSgJUf7s1Mg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68157912275039,-73.80352085992111,POINT (-73.80352085992111 40.68157912275039),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wlyy2McRRd5KSgJUf7s1Mg,2018-10
wm1_m0ARdG4nS9us73EJYg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.76988732103905,-73.98433095930157,POINT (-73.98433095930157 40.76988732103905),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=wm1_m0ARdG4nS9us73EJYg,2019-06
wmChXRyMPxXJUWKEL_3hgQ,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.76655495800301,-73.92055661313836,POINT (-73.92055661313836 40.76655495800301),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmChXRyMPxXJUWKEL_3hgQ,2019-11
wmOCu74OcvdJhSX3GKTbgQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.52717008685204,-74.18081809436516,POINT (-74.18081809436516 40.52717008685204),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmOCu74OcvdJhSX3GKTbgQ,2019-09
wmY7W0y447IGNAO1bG7ZWQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.56880749580811,-74.13093477694683,POINT (-74.13093477694683 40.56880749580811),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmY7W0y447IGNAO1bG7ZWQ,2018-06
wmjrYEGlOis5I-W8XbEY4g,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.77544891208052,-73.98010433006095,POINT (-73.98010433006095 40.77544891208052),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmjrYEGlOis5I-W8XbEY4g,2017-10
wmsSQJlaPlbnYEyRtGNPLg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.51068998687912,-74.25131915395671,POINT (-74.25131915395671 40.51068998687912),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmsSQJlaPlbnYEyRtGNPLg,2019-10
wmxUPk8A6csg9T8cNcmHzQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.74114984633469,-73.78675362732923,POINT (-73.78675362732923 40.74114984633469),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmxUPk8A6csg9T8cNcmHzQ,2019-07
wmxpx5IjIfDs3CoBTRS-wQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.72161936296868,-73.77673031354708,POINT (-73.77673031354708 40.72161936296868),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wmxpx5IjIfDs3CoBTRS-wQ,2020-11
wn7Uk99q1YZk3XrFdhYMMA,1,0,1,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,2 vs 1,Unanimous,Unanimous,40.70256320577781,-73.75085286408786,POINT (-73.75085286408786 40.70256320577781),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wn7Uk99q1YZk3XrFdhYMMA,2020-11
wnA5MHpG57ftx0SeFu_ZdA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.68646704258952,-73.82324146191588,POINT (-73.82324146191588 40.68646704258952),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnA5MHpG57ftx0SeFu_ZdA,2019-11
wnAxyiihdY8dAztfvmDMMg,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.87463731455628,-73.86254307028832,POINT (-73.86254307028832 40.87463731455628),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnAxyiihdY8dAztfvmDMMg,2020-10
wnVoa5W0NEmGS1UxIYjN9g,2,0,1,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,Unanimous,2 vs 1,40.87667556448474,-73.86419283481982,POINT (-73.86419283481982 40.87667556448474),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnVoa5W0NEmGS1UxIYjN9g,2019-10
wnhFeu7VRlJ4WNK0FaDRmA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.6693888,-73.7498161,POINT (-73.7498161 40.6693888),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnhFeu7VRlJ4WNK0FaDRmA,2020-10
wnjTPIgler0_PudgNfX4pA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63085351649985,-74.08520492947096,POINT (-74.08520492947096 40.63085351649985),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnjTPIgler0_PudgNfX4pA,2019-10
wnmmZmAsC2fXbzOq5IyobA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.80836789003754,-73.93083497512646,POINT (-73.93083497512646 40.80836789003754),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnmmZmAsC2fXbzOq5IyobA,2019-08
wnniFXf_mvi3WSYXZ9F5hQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.70412922020376,-73.88949666828753,POINT (-73.88949666828753 40.70412922020376),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wnniFXf_mvi3WSYXZ9F5hQ,2018-06
wntdG09xwS3MbS5AY6yXrw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.68312450876722,-73.81461167648415,POINT (-73.81461167648415 40.68312450876722),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=wntdG09xwS3MbS5AY6yXrw,2020-11
woArb_3IqdHvJ3BedRuWGw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58881781614475,-73.9245394812908,POINT (-73.9245394812908 40.58881781614475),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=woArb_3IqdHvJ3BedRuWGw,2019-10
woMSsY9KeLdFkjtiAy2qXQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.7592780558846,-73.80977796074976,POINT (-73.80977796074976 40.7592780558846),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=woMSsY9KeLdFkjtiAy2qXQ,2019-08
woMbzXx96RJAtNXxTBv73w,1,1,0,0,0,1,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.63733088736953,-74.14281616334071,POINT (-74.14281616334071 40.63733088736953),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=woMbzXx96RJAtNXxTBv73w,2019-10
woQordivonTLkCNjIKi3jg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.72194997967508,-73.8118626598521,POINT (-73.8118626598521 40.72194997967508),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=woQordivonTLkCNjIKi3jg,2019-08
woU9bATN168QCTmIPzJBmQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58204345602056,-73.88800390264115,POINT (-73.88800390264115 40.58204345602056),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=woU9bATN168QCTmIPzJBmQ,2019-11
woUbmcsmBSs525ubLPsJXA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,Unanimous,40.83559967226778,-73.86312667181235,POINT (-73.86312667181235 40.83559967226778),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=woUbmcsmBSs525ubLPsJXA,2019-11
